ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
11397,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,4,1,16.75,1.4,-1.3,0.077264734
11398,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,5,1,16.75,1.4,6.5,0.076095842
11399,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,6,1,16.75,1.4,14.3,0.072095476
11400,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,7,1,16.75,4.2,-1.3,0.056942817
11401,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,8,1,16.75,4.2,6.5,0.05497751
11402,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,9,1,16.75,4.2,14.3,0.045761865
11403,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,10,2,14.85,-1.4,-1.3,0.55315822
11404,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,11,2,14.85,-1.4,6.5,0.49264902
11405,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,12,2,14.85,-1.4,14.3,0.29305419
11406,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,13,2,14.85,1.4,-1.3,0.5306465
11407,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,14,2,14.85,1.4,6.5,0.45889786
11408,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,15,2,14.85,1.4,14.3,0.29042989
11409,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,16,2,14.85,4.2,-1.3,0.37164792
11410,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,17,2,14.85,4.2,6.5,0.3011232
11411,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,18,2,14.85,4.2,14.3,0.21115105
11412,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,19,3,15.8,-1.65,-1.3,0.31006798
11413,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,20,3,15.8,-1.65,6.5,0.29608846
11414,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,21,3,15.8,-1.65,14.3,0.18113495
11415,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,22,4,15.8,-1.4,14.6,0.13206866
11416,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,23,4,15.8,1.4,14.6,0.097662345
11417,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,24,4,15.8,4.2,14.6,0.097600713
11418,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,25,5,15.8,4.45,-1.3,0.16828437
11419,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,26,5,15.8,4.45,6.5,0.14908998
11420,31.7,0.5051849,1.8,9.4,0.6,1.4,0.2,311.8,337.6,14,6,16,1.8,6,Subcooled,42.5,-42,96.7,27,5,15.8,4.45,14.3,0.10360916
11421,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,1,1,11.75,-1.3,-1.2,0.20411351
11422,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,2,1,11.75,-1.3,1.6,0.21022536
11423,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,3,1,11.75,-1.3,4.4,0.27111378
11424,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,4,1,11.75,5,-1.2,0.16999462
11425,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,5,1,11.75,5,1.6,0.14971717
11426,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,6,1,11.75,5,4.4,0.099819191
11427,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,7,1,11.75,11.3,-1.2,0.080085963
11428,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,8,1,11.75,11.3,1.6,0.059770346
11429,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,9,1,11.75,11.3,4.4,0.12024961
11430,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,10,2,10.45,-1.3,-1.2,1.8903236
11431,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,11,2,10.45,-1.3,1.6,1.8121948
11432,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,12,2,10.45,-1.3,4.4,1.5564575
11433,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,13,2,10.45,5,-1.2,1.2024008
11434,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,14,2,10.45,5,1.6,1.162567
11435,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,15,2,10.45,5,4.4,1.0020443
11436,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,16,2,10.45,11.3,-1.2,0.57869333
11437,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,17,2,10.45,11.3,1.6,0.57449675
11438,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,18,2,10.45,11.3,4.4,0.51918912
11439,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,19,3,11.1,-1.55,-1.2,0.84540099
11440,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,20,3,11.1,-1.55,1.6,0.83257461
11441,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,21,3,11.1,-1.55,4.4,0.74029046
11442,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,22,4,11.1,-1.3,4.7,0.53641051
11443,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,23,4,11.1,5,4.7,0.30883795
11444,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,24,4,11.1,11.3,4.7,0.19567871
11445,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,25,5,11.1,11.55,-1.2,0.17379098
11446,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,26,5,11.1,11.55,1.6,0.17328931
11447,35.2,0.4470365,1,9.4,1.4,1,0.8,361.5,286.5,10,13,6,1.2,27,Subcooled,37.9,-1,152,27,5,11.1,11.55,4.4,0.19293559
11448,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,1,1,14.65,1.7,-1,0.083653659
11449,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,2,1,14.65,1.7,3.3,0.082103036
11450,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,3,1,14.65,1.7,7.6,0.077583894
11451,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,4,1,14.65,7,-1,0.027932432
11452,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,5,1,14.65,7,3.3,0.027151493
11453,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,6,1,14.65,7,7.6,0.030347712
11454,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,7,1,14.65,12.3,-1,0.034840032
11455,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,8,1,14.65,12.3,3.3,0.023481706
11456,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,9,1,14.65,12.3,7.6,0.041154891
11457,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,10,2,12.35,1.7,-1,0.43174964
11458,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,11,2,12.35,1.7,3.3,0.39840081
11459,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,12,2,12.35,1.7,7.6,0.26575404
11460,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,13,2,12.35,7,-1,0.36565688
11461,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,14,2,12.35,7,3.3,0.34978718
11462,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,15,2,12.35,7,7.6,0.24638881
11463,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,16,2,12.35,12.3,-1,0.22435428
11464,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,17,2,12.35,12.3,3.3,0.21790902
11465,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,18,2,12.35,12.3,7.6,0.16402912
11466,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,19,3,13.5,1.45,-1,0.26107407
11467,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,20,3,13.5,1.45,3.3,0.24702919
11468,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,21,3,13.5,1.45,7.6,0.17551585
11469,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,22,4,13.5,1.7,7.9,0.12172095
11470,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,23,4,13.5,7,7.9,0.08669591
11471,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,24,4,13.5,12.3,7.9,0.066712491
11472,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,25,5,13.5,12.55,-1,0.066011041
11473,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,26,5,13.5,12.55,3.3,0.064516135
11474,12.2,0.865116,0.8,4.4,2.6,1,0.4,409.2,368.4,12,11,9,2.2,30,Superheated,42.5,-42,96.7,27,5,13.5,12.55,7.6,0.070404842
11475,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,1,1,10.25,0.3,-0.9,0.19784939
11476,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,2,1,10.25,0.3,7.4,0.20560914
11477,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,3,1,10.25,0.3,15.7,0.12555517
11478,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,4,1,10.25,2.6,-0.9,0.14650831
11479,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,5,1,10.25,2.6,7.4,0.1341795
11480,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,6,1,10.25,2.6,15.7,0.13032354
11481,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,7,1,10.25,4.9,-0.9,0.090370625
11482,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,8,1,10.25,4.9,7.4,0.11232377
11483,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,9,1,10.25,4.9,15.7,0.10780395
11484,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,10,2,8.55,0.3,-0.9,1.7354175
11485,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,11,2,8.55,0.3,7.4,0.82075
11486,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,12,2,8.55,0.3,15.7,0.4099437
11487,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,13,2,8.55,2.6,-0.9,1.4444078
11488,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,14,2,8.55,2.6,7.4,0.74307328
11489,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,15,2,8.55,2.6,15.7,0.4743368
11490,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,16,2,8.55,4.9,-0.9,0.99035138
11491,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,17,2,8.55,4.9,7.4,0.55016851
11492,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,18,2,8.55,4.9,15.7,0.35556093
11493,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,19,3,9.4,0.05,-0.9,0.82631439
11494,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,20,3,9.4,0.05,7.4,0.52990711
11495,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,21,3,9.4,0.05,15.7,0.29325724
11496,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,22,4,9.4,0.3,16,0.14962451
11497,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,23,4,9.4,2.6,16,0.12896359
11498,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,24,4,9.4,4.9,16,0.14153431
11499,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,25,5,9.4,5.15,-0.9,0.2958689
11500,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,26,5,9.4,5.15,7.4,0.20595567
11501,36.4,0.4371981,1.2,6.8,1.2,0.8,0.6,365.8,353.7,8,5,17,1.6,18,Subcooled,37.9,-1,152,27,5,9.4,5.15,15.7,0.15140782
11502,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,1,1,6.65,-2.6,-1.9,0.10534392
11503,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,2,1,6.65,-2.6,4.9,0.064837493
11504,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,3,1,6.65,-2.6,11.7,0.059100181
11505,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,4,1,6.65,0.2,-1.9,0.087817468
11506,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,5,1,6.65,0.2,4.9,0.047228038
11507,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,6,1,6.65,0.2,11.7,0.056729693
11508,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,7,1,6.65,3,-1.9,0.092302375
11509,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,8,1,6.65,3,4.9,0.05635402
11510,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,9,1,6.65,3,11.7,0.053857308
11511,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,10,2,5.35,-2.6,-1.9,1.0777497
11512,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,11,2,5.35,-2.6,4.9,0.48675743
11513,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,12,2,5.35,-2.6,11.7,0.27660909
11514,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,13,2,5.35,0.2,-1.9,1.6073513
11515,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,14,2,5.35,0.2,4.9,0.69826531
11516,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,15,2,5.35,0.2,11.7,0.46227121
11517,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,16,2,5.35,3,-1.9,0.95873827
11518,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,17,2,5.35,3,4.9,0.44396698
11519,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,18,2,5.35,3,11.7,0.2695654
11520,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,19,3,6,-2.85,-1.9,0.36627546
11521,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,20,3,6,-2.85,4.9,0.19251464
11522,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,21,3,6,-2.85,11.7,0.14415431
11523,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,22,4,6,-2.6,12,0.11858442
11524,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,23,4,6,0.2,12,0.12272093
11525,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,24,4,6,3,12,0.11705068
11526,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,25,5,6,3.25,-1.9,0.31148612
11527,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,26,5,6,3.25,4.9,0.16754885
11528,40.4,0.8352361,0.8,6.6,1.6,2,0.2,370.1,311.1,5,6,14,1.2,3,Subcooled,42.5,-42,96.7,27,5,6,3.25,11.7,0.13306327
11529,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,1,1,12.45,-5.8,-0.5,0.11610066
11530,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,2,1,12.45,-5.8,4.8,0.12498538
11531,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,3,1,12.45,-5.8,10.1,0.16666803
11532,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,4,1,12.45,2,-0.5,0.04893335
11533,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,5,1,12.45,2,4.8,0.06402424
11534,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,6,1,12.45,2,10.1,0.040572897
11535,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,7,1,12.45,9.8,-0.5,0.062848188
11536,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,8,1,12.45,9.8,4.8,0.048390709
11537,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,9,1,12.45,9.8,10.1,0.082116097
11538,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,10,2,10.35,-5.8,-0.5,0.45291039
11539,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,11,2,10.35,-5.8,4.8,0.46938998
11540,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,12,2,10.35,-5.8,10.1,0.37783086
11541,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,13,2,10.35,2,-0.5,0.63548464
11542,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,14,2,10.35,2,4.8,0.54057765
11543,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,15,2,10.35,2,10.1,0.40454
11544,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,16,2,10.35,9.8,-0.5,0.35745779
11545,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,17,2,10.35,9.8,4.8,0.38762388
11546,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,18,2,10.35,9.8,10.1,0.36111742
11547,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,19,3,11.4,-6.05,-0.5,0.3348597
11548,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,20,3,11.4,-6.05,4.8,0.34734234
11549,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,21,3,11.4,-6.05,10.1,0.32865804
11550,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,22,4,11.4,-5.8,10.4,0.16451289
11551,8.1,0.4461048,2.8,3.4,1.8,0.2,1,315.7,298.4,16,16,11,2,13,Superheated,42.5,-42,96.7,23,4,11.4,2,10.4,0.11399503
